old_path,disposition,target_topic_id,target_path,wave,rationale
docs/agentic-systems/skill/coding/10-governance-and-security.md,MIGRATE,governance-and-security,docs/agentic-systems/core/26-governance-and-security.md,3,Section default (agentic-systems -> agentic-systems).
docs/agentic-systems/skill/coding/11-evaluation-reusability-deduplication.md,MIGRATE,evaluation-reusability-deduplication,docs/agentic-systems/core/27-evaluation-reusability-deduplication.md,3,Section default (agentic-systems -> agentic-systems).
docs/agentic-systems/skill/coding/12-enterprise-workflows-comparative-analysis-and-patterns.md,MIGRATE,enterprise-workflows-comparative-analysis-and-patterns,docs/agentic-systems/core/28-enterprise-workflows-comparative-analysis-and-patterns.md,3,Section default (agentic-systems -> agentic-systems).
docs/agentic-systems/skill/coding/index.md,MERGE-INTO,hub-agentic-systems,docs/agentic-systems/index.md,3,Nested section/subfolder index; one hub per domain rule — folds into hub-agentic-systems.
docs/agentic-systems/skill/enterprise/01-foundations-what-is-an-agent-skill.md,MIGRATE,foundations-what-is-an-agent-skill,docs/agentic-systems/core/29-foundations-what-is-an-agent-skill.md,3,Section default (agentic-systems -> agentic-systems).
docs/agentic-systems/skill/enterprise/02-skill-anatomy-and-metadata-schema.md,MIGRATE,agent-skill-anatomy-metadata-schema,docs/agentic-systems/core/01-agent-skill-anatomy-metadata-schema.md,3,Survivor: identical title/part-number to the coding-skills variant; enterprise scope is the broader canonical.
docs/agentic-systems/skill/enterprise/03-execution-lifecycle-and-tracing.md,MIGRATE,execution-lifecycle-and-tracing,docs/agentic-systems/core/30-execution-lifecycle-and-tracing.md,3,Section default (agentic-systems -> agentic-systems).
docs/agentic-systems/skill/enterprise/04-skills-tools-mcp-a2a-relationship.md,MIGRATE,skills-tools-mcp-a2a-relationship,docs/agentic-systems/core/31-skills-tools-mcp-a2a-relationship.md,3,Section default (agentic-systems -> agentic-systems).
docs/agentic-systems/skill/enterprise/05-tool-definition-best-practices.md,MIGRATE,tool-definition-best-practices,docs/agentic-systems/core/32-tool-definition-best-practices.md,3,Section default (agentic-systems -> agentic-systems).
docs/agentic-systems/skill/enterprise/06-registry-discovery-and-deduplication.md,MIGRATE,registry-discovery-and-deduplication,docs/agentic-systems/core/33-registry-discovery-and-deduplication.md,3,Section default (agentic-systems -> agentic-systems).
docs/agentic-systems/skill/enterprise/07-composition-and-instructions-engineering.md,MIGRATE,composition-and-instructions-engineering,docs/agentic-systems/core/34-composition-and-instructions-engineering.md,3,Section default (agentic-systems -> agentic-systems).
docs/agentic-systems/skill/enterprise/08-observability-and-evaluation.md,MIGRATE,observability-and-evaluation,docs/agentic-systems/core/35-observability-and-evaluation.md,3,Section default (agentic-systems -> agentic-systems).
docs/agentic-systems/skill/enterprise/09-security-architecture.md,MIGRATE,agent-skills-security-architecture,docs/agentic-systems/core/36-agent-skills-security-architecture.md,3,Disambiguated generic 'security-architecture' slug (agent-skills series).
docs/agentic-systems/skill/enterprise/10-governance-and-lifecycle.md,MIGRATE,governance-and-lifecycle,docs/agentic-systems/core/37-governance-and-lifecycle.md,3,Section default (agentic-systems -> agentic-systems).
docs/agentic-systems/skill/enterprise/11-architecture-patterns-antipatterns-and-case-studies.md,MIGRATE,architecture-patterns-antipatterns-and-case-studies,docs/agentic-systems/core/38-architecture-patterns-antipatterns-and-case-studies.md,3,Section default (agentic-systems -> agentic-systems).
docs/agentic-systems/skill/enterprise/index.md,MERGE-INTO,hub-agentic-systems,docs/agentic-systems/index.md,3,Nested section/subfolder index; one hub per domain rule — folds into hub-agentic-systems.
docs/agentic-systems/skill/index.md,MERGE-INTO,hub-agentic-systems,docs/agentic-systems/index.md,3,Nested section/subfolder index; one hub per domain rule — folds into hub-agentic-systems.
docs/agentic-ui/agent-ux-patterns.md,MIGRATE,agent-ux-patterns,docs/agentic-systems/agentic-ui/01-agent-ux-patterns.md,3,Section default (agentic-ui -> agentic-systems).
docs/agentic-ui/agui-standards-landscape.md,MIGRATE,agui-standards-landscape,docs/agentic-systems/agentic-ui/02-agui-standards-landscape.md,3,Section default (agentic-ui -> agentic-systems).
docs/agentic-ui/anti-patterns.md,MIGRATE,anti-patterns,docs/agentic-systems/agentic-ui/03-anti-patterns.md,3,Section default (agentic-ui -> agentic-systems).
docs/agentic-ui/application-lifecycle.md,MIGRATE,application-lifecycle,docs/agentic-systems/agentic-ui/04-application-lifecycle.md,3,Section default (agentic-ui -> agentic-systems).
docs/agentic-ui/context-engineering.md,MIGRATE,context-engineering,docs/agentic-systems/agentic-ui/05-context-engineering.md,3,Section default (agentic-ui -> agentic-systems).
docs/agentic-ui/decision-frameworks.md,MIGRATE,decision-frameworks,docs/agentic-systems/agentic-ui/06-decision-frameworks.md,3,Section default (agentic-ui -> agentic-systems).
docs/agentic-ui/devsecops.md,MIGRATE,devsecops,docs/agentic-systems/agentic-ui/07-devsecops.md,3,Section default (agentic-ui -> agentic-systems).
docs/agentic-ui/enterprise-reference-architecture.md,MIGRATE,enterprise-reference-architecture,docs/agentic-systems/agentic-ui/08-enterprise-reference-architecture.md,3,Section default (agentic-ui -> agentic-systems).
docs/agentic-ui/evaluation-framework.md,MERGE-INTO,agent-evaluation-framework,docs/operations/01-agent-evaluation-framework.md,8,known-dup:eval-framework — folds into the cluster survivor; title/filename-matched duplicate content.
docs/agentic-ui/evolution-human-ai-interfaces.md,MIGRATE,evolution-human-ai-interfaces,docs/agentic-systems/agentic-ui/09-evolution-human-ai-interfaces.md,3,Section default (agentic-ui -> agentic-systems).
docs/agentic-ui/future-outlook.md,MIGRATE,future-outlook,docs/agentic-systems/agentic-ui/10-future-outlook.md,3,Section default (agentic-ui -> agentic-systems).
docs/agentic-ui/governance.md,MIGRATE,governance,docs/agentic-systems/agentic-ui/11-governance.md,3,Section default (agentic-ui -> agentic-systems).
docs/agentic-ui/identity-auth-architecture.md,MIGRATE,identity-auth-architecture,docs/agentic-systems/agentic-ui/12-identity-auth-architecture.md,3,Section default (agentic-ui -> agentic-systems).
docs/agentic-ui/index.md,MERGE-INTO,hub-agentic-systems,docs/agentic-systems/index.md,3,Nested section/subfolder index; one hub per domain rule — folds into hub-agentic-systems.
docs/agentic-ui/industry-reference-architectures.md,MIGRATE,industry-reference-architectures,docs/agentic-systems/agentic-ui/13-industry-reference-architectures.md,3,Section default (agentic-ui -> agentic-systems).
docs/agentic-ui/observability.md,MIGRATE,observability,docs/agentic-systems/agentic-ui/14-observability.md,3,Section default (agentic-ui -> agentic-systems).
docs/agentic-ui/performance-engineering.md,MIGRATE,performance-engineering,docs/agentic-systems/agentic-ui/15-performance-engineering.md,3,Section default (agentic-ui -> agentic-systems).
docs/agentic-ui/reliability-engineering.md,MIGRATE,reliability-engineering,docs/agentic-systems/agentic-ui/16-reliability-engineering.md,3,Section default (agentic-ui -> agentic-systems).
docs/agentic-ui/responsible-ai.md,MIGRATE,responsible-ai,docs/agentic-systems/agentic-ui/17-responsible-ai.md,3,Section default (agentic-ui -> agentic-systems).
docs/agentic-ui/scalability-engineering.md,MIGRATE,scalability-engineering,docs/agentic-systems/agentic-ui/18-scalability-engineering.md,3,Section default (agentic-ui -> agentic-systems).
docs/agentic-ui/security-architecture.md,MIGRATE,agentic-ui-security-architecture,docs/agentic-systems/agentic-ui/19-agentic-ui-security-architecture.md,3,Disambiguated generic 'security-architecture' slug (agentic-ui series).
docs/ai-development/aidlc/AIDLC_Agile_CICD_AI_Transformation_2026.md,SPLIT,aidlc-agile-cicd-ai-transformation-2026,docs/architecture/13-aidlc-agile-cicd-ai-transformation-2026.md,2,"Section default (ai-development -> architecture). [SPLIT part 1/3: over 2000-word limit, re-split post-migration]"
docs/ai-development/aidlc/AIDLC_Artifact_Reference_Library.md,DROP,,,,"Monolith superseded by its own Part1-4 split (386 words vs 2-4k each) — monolith+parts doctrine: keep parts, drop monolith."
docs/ai-development/aidlc/AIDLC_Artifact_Reference_Library_Part1_Discovery_to_Model_Design.md,SPLIT,aidlc-artifacts-discovery-to-model,docs/architecture/01-aidlc-artifacts-discovery-to-model.md,2,"AIDLC artifact library, part 1 of 4 (kept per monolith+parts doctrine). [SPLIT part 1/3: over 2000-word limit, re-split post-migration]"
docs/ai-development/aidlc/AIDLC_Artifact_Reference_Library_Part2_Development_to_Retirement.md,SPLIT,aidlc-artifacts-development-to-retirement,docs/architecture/02-aidlc-artifacts-development-to-retirement.md,2,"AIDLC artifact library, part 2 of 4. [SPLIT part 1/3: over 2000-word limit, re-split post-migration]"
docs/ai-development/aidlc/AIDLC_Artifact_Reference_Library_Part3_TOGAF_Foundation_to_Technology.md,SPLIT,aidlc-artifacts-togaf-foundation-to-technology,docs/architecture/03-aidlc-artifacts-togaf-foundation-to-technology.md,2,"AIDLC artifact library, part 3 of 4. [SPLIT part 1/4: over 2000-word limit, re-split post-migration]"
docs/ai-development/aidlc/AIDLC_Artifact_Reference_Library_Part4_TOGAF_Migration_to_EA_CrossCutting.md,SPLIT,aidlc-artifacts-togaf-migration-to-ea,docs/architecture/04-aidlc-artifacts-togaf-migration-to-ea.md,2,"AIDLC artifact library, part 4 of 4. [SPLIT part 1/3: over 2000-word limit, re-split post-migration]"
docs/ai-development/aidlc/AIDLC_Enterprise_Framework_2025.md,MIGRATE,aidlc-enterprise-framework-2025,docs/architecture/14-aidlc-enterprise-framework-2025.md,2,Section default (ai-development -> architecture).
docs/ai-development/aidlc/Agile_in_the_Age_of_Agentic_AI_2026.md,MIGRATE,agile-in-the-age-of-agentic-ai-2026,docs/architecture/15-agile-in-the-age-of-agentic-ai-2026.md,2,Section default (ai-development -> architecture).
docs/ai-development/aidlc/EA_AIDLC_Deep_Research_2026.md,MIGRATE,ea-aidlc-deep-research-2026,docs/architecture/16-ea-aidlc-deep-research-2026.md,2,Section default (ai-development -> architecture).
docs/ai-development/aidlc/index.md,MERGE-INTO,hub-architecture,docs/architecture/index.md,2,Nested section/subfolder index; one hub per domain rule — folds into hub-architecture.
docs/ai-development/index.md,MERGE-INTO,hub-architecture,docs/architecture/index.md,2,Nested section/subfolder index; one hub per domain rule — folds into hub-architecture.
docs/ai-development/testing/AI_Agent_Evaluation_Framework_Complete.md,MIGRATE,agent-evaluation-framework,docs/operations/01-agent-evaluation-framework.md,8,"Survivor of known-dup:eval-framework cluster (most recent last_reviewed, most complete). Lands in operations (evaluation hub + benchmark catalog scope)."
docs/ai-development/testing/AI_Agent_Evaluation_Framework_Guide.md,MERGE-INTO,agent-evaluation-framework,docs/operations/01-agent-evaluation-framework.md,8,known-dup:eval-framework — folds into the cluster survivor; title/filename-matched duplicate content.
docs/ai-development/testing/Agent_Testing_Monitoring_Evaluation.md,MIGRATE,agent-testing-monitoring-evaluation,docs/operations/12-agent-testing-monitoring-evaluation.md,8,Section default (ai-development -> operations).
docs/ai-development/testing/index.md,MERGE-INTO,hub-operations,docs/operations/index.md,8,Nested section/subfolder index; one hub per domain rule — folds into hub-operations.
docs/ai-economics/AI-Value-Creator-Deliverables-Pack.md,SPLIT,ai-value-creator-deliverables-pack,docs/strategy/03-ai-value-creator-deliverables-pack.md,1,"Section default (ai-economics -> strategy). [SPLIT part 1/2: over 2000-word limit, split per migration/split-plans/split-ai-value-creator-deliverables-pack.md]"
docs/ai-economics/AI_Cost_Implementation_Guide_2026.md,SPLIT,ai-cost-implementation-guide-2026,docs/strategy/04-ai-cost-implementation-guide-2026.md,1,"Section default (ai-economics -> strategy). [SPLIT part 1/3: over 2000-word limit, split per migration/split-plans/split-ai-cost-implementation-guide-2026.md]"
docs/ai-economics/Agentic-AI-Use-Case-Value-Lifecycle.md,SPLIT,agentic-ai-use-case-value-lifecycle,docs/strategy/05-agentic-ai-use-case-value-lifecycle.md,1,"Section default (ai-economics -> strategy). [SPLIT part 1/2: over 2000-word limit, split per migration/split-plans/split-agentic-ai-use-case-value-lifecycle.md]"
docs/ai-economics/ai-coding-agents-2026.md,SPLIT,ai-coding-agents-2026,docs/strategy/06-ai-coding-agents-2026.md,1,"Section default (ai-economics -> strategy). [SPLIT part 1/3: over 2000-word limit, split per migration/split-plans/split-ai-coding-agents-2026.md]"
docs/ai-economics/ai-tokenomics-guide.md,SPLIT,ai-tokenomics-guide,docs/strategy/07-ai-tokenomics-guide.md,1,"Section default (ai-economics -> strategy). [SPLIT part 1/3: over 2000-word limit, split per migration/split-plans/split-ai-tokenomics-guide.md]"
docs/ai-economics/ai-value-creators-synthesis.md,SPLIT,ai-value-creators-synthesis,docs/strategy/08-ai-value-creators-synthesis.md,1,"Section default (ai-economics -> strategy). [SPLIT part 1/2: over 2000-word limit, split per migration/split-plans/split-ai-value-creators-synthesis.md]"
docs/ai-economics/enterprise-ai-commercial-analysis-2026.md,SPLIT,enterprise-ai-commercial-analysis-2026,docs/strategy/09-enterprise-ai-commercial-analysis-2026.md,1,"Section default (ai-economics -> strategy). [SPLIT part 1/2: over 2000-word limit, split per migration/split-plans/split-enterprise-ai-commercial-analysis-2026.md]"
docs/ai-economics/foundation-model-companies-2026.md,MIGRATE,foundation-model-companies-2026,docs/strategy/10-foundation-model-companies-2026.md,1,Section default (ai-economics -> strategy).
docs/ai-economics/index.md,MERGE-INTO,hub-strategy,docs/strategy/index.md,1,Nested section/subfolder index; one hub per domain rule — folds into hub-strategy.
docs/ai-foundations/AI_Assistant_Architecture_Research_Report.md,SPLIT,ai-assistant-architecture-research-report,docs/architecture/17-ai-assistant-architecture-research-report.md,2,"Section default (ai-foundations -> architecture). [SPLIT part 1/2: over 6000-word reference-architecture ceiling]"
docs/ai-foundations/AI_Deep_Future_Outlook_2026_2035.md,SPLIT,ai-deep-future-outlook-2026-2035,docs/architecture/18-ai-deep-future-outlook-2026-2035.md,2,"Section default (ai-foundations -> architecture). [SPLIT part 1/2: over 6000-word reference-architecture ceiling]"
docs/ai-foundations/AI_Lab_Research_Report_June2026.md,MIGRATE,ai-lab-research-report-june2026,docs/architecture/19-ai-lab-research-report-june2026.md,2,Section default (ai-foundations -> architecture).
docs/ai-foundations/AI_Native_Architecture_Evolution_Report.md,SPLIT,ai-native-architecture-evolution-report,docs/architecture/20-ai-native-architecture-evolution-report.md,2,"Section default (ai-foundations -> architecture). [SPLIT part 1/3: over 6000-word reference-architecture ceiling]"
docs/ai-foundations/The_Agentic_Loop_Enterprise_AI_Architect_Guide.md,SPLIT,the-agentic-loop-enterprise-ai-architect-guide,docs/architecture/21-the-agentic-loop-enterprise-ai-architect-guide.md,2,"Section default (ai-foundations -> architecture). [SPLIT part 1/2: over 6000-word reference-architecture ceiling]"
docs/ai-foundations/agentic_ai_landing_zone_architecture.md,SPLIT,agentic-ai-landing-zone-architecture,docs/architecture/22-agentic-ai-landing-zone-architecture.md,2,"Section default (ai-foundations -> architecture). [SPLIT part 1/2: over 6000-word reference-architecture ceiling]"
docs/ai-foundations/agentic_ai_landing_zone_business_layer.md,MIGRATE,agentic-ai-landing-zone-business-layer,docs/architecture/23-agentic-ai-landing-zone-business-layer.md,2,Section default (ai-foundations -> architecture).
docs/ai-foundations/agentic_ai_landing_zone_context_engineering.md,MIGRATE,agentic-ai-landing-zone-context-engineering,docs/architecture/24-agentic-ai-landing-zone-context-engineering.md,2,Section default (ai-foundations -> architecture).
docs/ai-foundations/agentic_ai_landing_zone_eu_ai_act.md,MIGRATE,agentic-ai-landing-zone-eu-ai-act,docs/architecture/25-agentic-ai-landing-zone-eu-ai-act.md,2,Section default (ai-foundations -> architecture).
docs/ai-foundations/agentic_ai_landing_zone_evaluation.md,MIGRATE,agentic-ai-landing-zone-evaluation,docs/architecture/26-agentic-ai-landing-zone-evaluation.md,2,Section default (ai-foundations -> architecture).
docs/ai-foundations/agentic_ai_landing_zone_memory_architecture.md,MIGRATE,agentic-ai-landing-zone-memory-architecture,docs/architecture/27-agentic-ai-landing-zone-memory-architecture.md,2,Section default (ai-foundations -> architecture).
docs/ai-foundations/agentic_ai_landing_zone_multiagent.md,MIGRATE,agentic-ai-landing-zone-multiagent,docs/architecture/28-agentic-ai-landing-zone-multiagent.md,2,Section default (ai-foundations -> architecture).
docs/ai-foundations/agentic_ai_landing_zone_platform_layer.md,MIGRATE,agentic-ai-landing-zone-platform-layer,docs/architecture/29-agentic-ai-landing-zone-platform-layer.md,2,Section default (ai-foundations -> architecture).
docs/ai-foundations/agentic_ai_landing_zone_playbooks.md,MIGRATE,agentic-ai-landing-zone-playbooks,docs/architecture/30-agentic-ai-landing-zone-playbooks.md,2,Section default (ai-foundations -> architecture).
docs/ai-foundations/agentic_ai_landing_zone_tier3_complete.md,MIGRATE,agentic-ai-landing-zone-tier3-complete,docs/architecture/31-agentic-ai-landing-zone-tier3-complete.md,2,Section default (ai-foundations -> architecture).
docs/ai-foundations/agentic_ai_landing_zone_visual_guide.md,MIGRATE,agentic-ai-landing-zone-visual-guide,docs/architecture/32-agentic-ai-landing-zone-visual-guide.md,2,Section default (ai-foundations -> architecture).
docs/ai-foundations/enterprise-agentic-ai-outlook-2026-2030.md,MIGRATE,enterprise-agentic-ai-outlook-2026-2030,docs/architecture/33-enterprise-agentic-ai-outlook-2026-2030.md,2,Section default (ai-foundations -> architecture).
docs/ai-foundations/index.md,MERGE-INTO,hub-architecture,docs/architecture/index.md,2,Nested section/subfolder index; one hub per domain rule — folds into hub-architecture.
docs/ai-foundations/transformer_architectures.md,MIGRATE,transformer-architectures,docs/architecture/34-transformer-architectures.md,2,Section default (ai-foundations -> architecture).
docs/ai-foundations/transformer_concepts_deep.md,MIGRATE,transformer-concepts-deep,docs/architecture/35-transformer-concepts-deep.md,2,Section default (ai-foundations -> architecture).
docs/ai-foundations/AI_Native_Architecture_Evolution_Report.md,SPLIT,ai-native-architecture-evolution-report-part2,docs/architecture/parts/12-ai-native-architecture-evolution-report-data-paradigms.md,2,"[SPLIT part 2/3 of ai-native-architecture-evolution-report]: data paradigm deep dives."
docs/ai-foundations/AI_Native_Architecture_Evolution_Report.md,SPLIT,ai-native-architecture-evolution-report-part3,docs/architecture/parts/13-ai-native-architecture-evolution-report-decision-forecast.md,2,"[SPLIT part 3/3 of ai-native-architecture-evolution-report]: decision matrix & forecast."
docs/ai-foundations/agentic_ai_landing_zone_architecture.md,SPLIT,agentic-ai-landing-zone-architecture-part2,docs/architecture/parts/14-agentic-ai-landing-zone-architecture-implementation-governance.md,2,"[SPLIT part 2/2 of agentic-ai-landing-zone-architecture]: implementation & governance."
docs/ai-foundations/AI_Deep_Future_Outlook_2026_2035.md,SPLIT,ai-deep-future-outlook-2026-2035-part2,docs/architecture/parts/15-ai-deep-future-outlook-2026-2035-sector-impacts.md,2,"[SPLIT part 2/2 of ai-deep-future-outlook-2026-2035]: sector impacts & implications."
docs/ai-foundations/AI_Assistant_Architecture_Research_Report.md,SPLIT,ai-assistant-architecture-research-report-part2,docs/architecture/parts/16-ai-assistant-architecture-research-report-implementation-evaluation.md,2,"[SPLIT part 2/2 of ai-assistant-architecture-research-report]: implementation & evaluation."
docs/ai-foundations/The_Agentic_Loop_Enterprise_AI_Architect_Guide.md,SPLIT,the-agentic-loop-enterprise-ai-architect-guide-part2,docs/architecture/parts/17-the-agentic-loop-enterprise-ai-architect-guide-practice-cases.md,2,"[SPLIT part 2/2 of the-agentic-loop-enterprise-ai-architect-guide]: practice & case studies."
docs/ai-protocols/a2a/index.md,MERGE-INTO,hub-protocols,docs/protocols/index.md,4,Nested section/subfolder index; one hub per domain rule — folds into hub-protocols.
docs/ai-protocols/auth/AgentIdentity_Research_2026_v2.md,MIGRATE,agentidentity-research-2026,docs/protocols/04-agentidentity-research-2026.md,4,Section default (ai-protocols -> protocols).
docs/ai-protocols/auth/Part3_Identity_OBO_Sessions.md,MIGRATE,identity-obo-sessions,docs/protocols/05-identity-obo-sessions.md,4,Section default (ai-protocols -> protocols).
docs/ai-protocols/auth/agent-identity-entra-vs-awsagentcore.md,MIGRATE,agent-identity-entra-vs-awsagentcore,docs/protocols/06-agent-identity-entra-vs-awsagentcore.md,4,Section default (ai-protocols -> protocols).
docs/ai-protocols/auth/auth-standards-reference.md,MIGRATE,auth-standards-reference,docs/protocols/01-auth-standards-reference.md,4,Section default (ai-protocols -> protocols).
docs/ai-protocols/auth/auth_identity_flows.md,MIGRATE,auth-identity-flows,docs/protocols/07-auth-identity-flows.md,4,Section default (ai-protocols -> protocols).
docs/ai-protocols/auth/enterprise-ai-platform-auth-survey.md,MIGRATE,enterprise-ai-platform-auth-survey,docs/protocols/02-enterprise-ai-platform-auth-survey.md,4,Section default (ai-protocols -> protocols).
docs/ai-protocols/auth/entra-3lo-agent-auth-implementation.md,MIGRATE,entra-3lo-agent-auth-implementation,docs/protocols/08-entra-3lo-agent-auth-implementation.md,4,Section default (ai-protocols -> protocols).
docs/ai-protocols/auth/entra-3lo-agent-auth-multiagent-compliance.md,MIGRATE,entra-3lo-agent-auth-multiagent-compliance,docs/protocols/09-entra-3lo-agent-auth-multiagent-compliance.md,4,Section default (ai-protocols -> protocols).
