old_path,old_section,title,words,has_frontmatter,last_reviewed,source_type,status_field,mermaid_count,ascii_art_suspected,inferred_doc_type,dup_cluster,notes
docs/ai-development/testing/index.md,ai-development,Agent Testing & Evaluation,201,True,2026-07-16,native-md,current,0,False,hub,,
docs/ai-economics/AI-Value-Creator-Deliverables-Pack.md,ai-economics,"Worked Example: 20 Deliverables, One Use Case",4540,True,2026-07-10,converted-pdf,current,0,False,guide,,
docs/ai-economics/AI_Cost_Implementation_Guide_2026.md,ai-economics,Token Management & AI Cost Architecture,4539,True,2026-07-14,converted-pdf,current,0,False,guide,,
docs/ai-economics/Agentic-AI-Use-Case-Value-Lifecycle.md,ai-economics,A Worked Use Case: End-to-End Value Realization,4299,True,2026-07-10,converted-pdf,current,0,False,guide,,
docs/ai-economics/ai-coding-agents-2026.md,ai-economics,AI Coding Agents 2026,4913,True,2026-07-10,native-md,current,0,False,research-report,,
docs/ai-economics/ai-tokenomics-guide.md,ai-economics,AI Tokenomics: From Token Mechanics to Business Economics,4575,True,2026-07-14,native-md,current,0,True,guide,,
docs/ai-economics/ai-value-creators-synthesis.md,ai-economics,AI Value Creators for Agentic AI and Beyond,3450,True,2026-07-10,native-md,current,0,False,research-report,,
docs/ai-economics/enterprise-ai-commercial-analysis-2026.md,ai-economics,Enterprise AI Commercial Analysis 2026,3074,True,2026-07-12,native-md,current,0,False,guide,,
docs/ai-economics/foundation-model-companies-2026.md,ai-economics,Foundation Model Companies 2026,1759,True,2026-07-13,native-md,current,0,False,guide,,
docs/ai-economics/index.md,ai-economics,AI Cost & Economics,308,True,2026-07-10,native-md,current,0,False,hub,,
docs/ai-foundations/AI_Assistant_Architecture_Research_Report.md,ai-foundations,AI Assistant Architecture Research Report,6555,True,2026-07-17,converted-pdf,current,0,False,guide,,
docs/ai-foundations/AI_Deep_Future_Outlook_2026_2035.md,ai-foundations,AI Deep Future Outlook (2026–2035),7293,True,2026-07-17,converted-pdf,current,0,True,guide,,
docs/ai-foundations/AI_Lab_Research_Report_June2026.md,ai-foundations,AI Lab Research Landscape Report,4891,True,2026-07-11,converted-pdf,current,0,True,guide,,
docs/ai-foundations/AI_Native_Architecture_Evolution_Report.md,ai-foundations,From Data Warehouse to Agent-Native Architecture,15533,True,2026-07-11,converted-pdf,current,0,False,guide,,
docs/ai-foundations/The_Agentic_Loop_Enterprise_AI_Architect_Guide.md,ai-foundations,The Agentic Loop - Enterprise AI Architect's Guide,6372,True,June 2026,converted-pdf,current,0,True,guide,,
docs/ai-foundations/agentic_ai_landing_zone_architecture.md,ai-foundations,Agentic AI Landing Zone Architecture,8676,True,2026-07-10,native-md,current,0,True,guide,,
docs/ai-foundations/agentic_ai_landing_zone_business_layer.md,ai-foundations,Agentic AI Landing Zone: Business & Enterprise Architecture Layer,2025,True,2026-07-10,native-md,current,0,True,guide,,
docs/ai-foundations/agentic_ai_landing_zone_context_engineering.md,ai-foundations,Agentic AI Landing Zone: Context Engineering Layer,2544,True,2026-07-10,native-md,current,0,True,guide,,
docs/ai-foundations/agentic_ai_landing_zone_eu_ai_act.md,ai-foundations,Agentic AI Landing Zone: EU AI Act Compliance (Digital Omnibus Update — July 2026),3948,True,2026-07-10,native-md,current,0,True,guide,,
docs/ai-foundations/agentic_ai_landing_zone_evaluation.md,ai-foundations,Agentic AI Landing Zone: Evaluation Framework,2519,True,2026-07-10,native-md,current,0,True,guide,,
docs/ai-foundations/agentic_ai_landing_zone_memory_architecture.md,ai-foundations,Agentic AI Landing Zone: Memory Architecture (Tier 3),2342,True,2026-07-10,native-md,current,0,True,guide,,topic-overlap:memory
docs/ai-foundations/agentic_ai_landing_zone_multiagent.md,ai-foundations,Agentic AI Landing Zone: Multi-Agent Reference Architectures,2580,True,2026-07-10,native-md,current,0,True,guide,,
docs/ai-foundations/agentic_ai_landing_zone_platform_layer.md,ai-foundations,Agentic AI Landing Zone: Agent Platform Layer,2940,True,2026-07-10,native-md,current,0,True,guide,,
docs/ai-foundations/agentic_ai_landing_zone_playbooks.md,ai-foundations,Agentic AI Landing Zone: Implementation Playbooks,3905,True,2026-07-10,native-md,current,0,True,guide,,
docs/ai-foundations/agentic_ai_landing_zone_tier3_complete.md,ai-foundations,"Agentic AI Landing Zone: Tier 3 Complete (Identity, FinOps, SDLC, Operating Model)",2275,True,2026-07-10,native-md,current,0,True,research-report,,
docs/ai-foundations/agentic_ai_landing_zone_visual_guide.md,ai-foundations,Agentic AI Landing Zone: Visual Guide & Quick Reference,3491,True,2026-07-10,native-md,current,0,True,guide,,
docs/ai-foundations/enterprise-agentic-ai-outlook-2026-2030.md,ai-foundations,Enterprise Agentic AI Outlook 2026–2030,2073,True,2026-07-13,native-md,current,0,False,guide,,
docs/ai-foundations/index.md,ai-foundations,Agentic AI Basics,461,True,2026-07-10,native-md,current,0,True,hub,,
docs/ai-foundations/transformer_architectures.md,ai-foundations,Transformer Architecture: Frontier Models Deep Dive,3848,True,2026-07-17,converted-html,current,0,False,guide,,
docs/ai-foundations/transformer_concepts_deep.md,ai-foundations,Transformer Concepts: Deep Internals,3397,True,2026-07-17,converted-html,current,0,True,guide,,
docs/ai-protocols/a2a/index.md,ai-protocols,A2A — Agent-to-Agent Protocol,776,True,2026-07-16,native-md,current,0,True,hub,,
docs/ai-protocols/auth/AgentIdentity_Research_2026_v2.md,ai-protocols,Agent Identity for AI Systems — Research 2026,54,True,2026-07-17,,retired,0,False,guide,,
docs/ai-protocols/auth/Part3_Identity_OBO_Sessions.md,ai-protocols,Enterprise Authentication & Identity Propagation for AI Agents — Confidential Research,2152,True,2026-07-10,converted-pdf,current,0,False,guide,,
docs/ai-protocols/auth/agent-identity-entra-vs-awsagentcore.md,ai-protocols,Agent Identity for AI Systems,2585,True,2026-07-10,native-md,current,0,False,guide,,
docs/ai-protocols/auth/auth-standards-reference.md,ai-protocols,"Auth Standards Reference: OAuth 2.1, OIDC, RFC 8693 & Implementation Checklists",2348,True,2026-07-10,converted-pdf,current,0,False,concept,,
docs/ai-protocols/auth/auth_identity_flows.md,ai-protocols,Authentication & Identity Flows,2041,True,2026-07-10,converted-pdf,current,0,False,guide,,
docs/ai-protocols/auth/enterprise-ai-platform-auth-survey.md,ai-protocols,Enterprise AI Platform Authentication Survey,2603,True,2026-07-10,converted-pdf,current,0,False,research-report,,
docs/ai-protocols/auth/entra-3lo-agent-auth-implementation.md,ai-protocols,EntraID 3LO: AC Gateway + AC Identity — Volume 2,4122,True,2026-07-10,native-md,current,0,False,guide,,
docs/ai-protocols/auth/entra-3lo-agent-auth-multiagent-compliance.md,ai-protocols,EntraID 3LO: AC Gateway + AC Identity — Volume 3,4434,True,2026-07-10,native-md,current,0,False,research-report,,
docs/ai-protocols/auth/entra-3lo-agent-auth-security-review.md,ai-protocols,EntraID 3LO: AC Gateway + AC Identity — Volume 4,5084,True,2026-07-10,native-md,current,0,False,research-report,,topic-overlap:security
docs/ai-protocols/auth/entra-3lo-agent-auth-standards-architecture.md,ai-protocols,EntraID 3LO: AC Gateway + AC Identity — Volume 1,3783,True,2026-07-10,native-md,current,0,False,research-report,,
docs/ai-protocols/auth/index.md,ai-protocols,Authentication & Identity,803,True,2026-07-10,native-md,current,0,True,hub,,
docs/ai-protocols/auth/marketplace-connector-auth-patterns.md,ai-protocols,Marketplace Connector Auth Patterns & Enterprise Architecture,1957,True,2026-07-10,converted-pdf,current,0,False,guide,,
docs/ai-protocols/auth/tool-authentication-connectors.md,ai-protocols,Tool Authentication & Connector Models,2410,True,2026-07-10,native-md,current,0,False,guide,,
docs/ai-protocols/index.md,ai-protocols,AI Protocols,628,True,2026-07-16,native-md,current,0,True,hub,,
docs/ai-protocols/mcp/MCP_Deep_Research_2026.md,ai-protocols,MCP Deep Research 2026,7147,True,2026-07-10,native-md,current,0,False,research-report,,topic-overlap:mcp
docs/ai-protocols/mcp/MCP_Enterprise_Security_Governance_Operations_2026.md,ai-protocols,"Enterprise MCP Security, Authorization, Governance & Operations (2026)",11880,True,2026-07-11,native-md,current,0,True,guide,,topic-overlap:security;topic-overlap:mcp
docs/ai-protocols/mcp/MCP_Harness_AIDLC.md,ai-protocols,MCP Harness Engineering: Testing & Evaluation Across the AIDLC,3454,True,2026-07-14,converted-pdf,current,0,True,guide,,topic-overlap:mcp
docs/ai-protocols/mcp/index.md,ai-protocols,MCP,198,True,2026-07-10,native-md,current,0,False,hub,,topic-overlap:mcp
docs/ai-protocols/standards/AI_Protocols_Standards_Service_Industry_Guide_2026.md,ai-protocols,"AI Protocols, Frameworks & Standards 2026",7283,True,2026-07-10,converted-pdf,current,0,True,guide,,
docs/ai-protocols/standards/agent-protocol-metadata-headers.md,ai-protocols,"Agent Protocol Metadata, Headers & Capability Negotiation",2863,True,2026-07-11,native-md,current,0,True,concept,,
docs/ai-protocols/standards/emerging-protocols-acp-anp.md,ai-protocols,Section 2A: ACP & ANP Deep Dives — Federated and Decentralised Agent Protocols,11050,True,2026-07-11,native-md,current,0,True,research-report,,
docs/ai-protocols/standards/emerging-protocols-agui-utcp.md,ai-protocols,Section 2B: AG-UI & UTCP — Enterprise Architecture Deep Dive (July 2026),7817,True,2026-07-11,native-md,current,0,True,research-report,,
docs/ai-protocols/standards/emerging-protocols-beyond-mcp-a2a.md,ai-protocols,Emerging AI Agent Protocols Beyond MCP & A2A (2026),774,True,2026-07-11,native-md,current,0,False,hub,,topic-overlap:mcp
docs/ai-protocols/standards/emerging-protocols-crosscutting.md,ai-protocols,"Section 3 — Cross-Cutting Architecture: Security, Governance, Compliance & Observability",11122,True,2026-07-11,native-md,current,0,True,research-report,,
docs/ai-protocols/standards/emerging-protocols-overview.md,ai-protocols,"Emerging AI Agent Protocols Beyond MCP & A2A — Enterprise Architecture, Standards, Security, and Adoption (2026)",10555,True,2026-07-11,native-md,current,0,True,research-report,,
docs/ai-protocols/standards/emerging-protocols-ucp-ap2-nlip-lmos.md,ai-protocols,"Section 2C — Emerging AI Agent Protocols: UCP, AP2, NLIP & LMOS Deep Dives",13107,True,2026-07-11,native-md,current,0,True,research-report,,
docs/ai-protocols/standards/existing-protocol-evolution-agentic-ai.md,ai-protocols,Existing Protocol Evolution for Agentic AI (2025–2026),2555,True,2026-07-11,native-md,current,0,True,guide,,
docs/ai-protocols/standards/index.md,ai-protocols,Protocol Standards & Governance,463,True,2026-07-16,native-md,current,0,False,hub,,
docs/ai-security-governance/Agentic_AI_Governance_Framework.md,ai-security-governance,Agentic AI Governance Framework,4338,True,2026-07-17,converted-pdf,current,0,False,guide,,topic-overlap:security
docs/ai-security-governance/Sovereign_Constitutional_AI_RAI_Implementation_Handbook.md,ai-security-governance,Sovereign Constitutional AI & RAI - Complete Implementation Handbook,11811,True,2026-07-17,converted-pdf,current,0,False,guide,,topic-overlap:security
docs/ai-security-governance/deep-mind/Part01_DeepMind_AI_Control_Roadmap.md,ai-security-governance,Part 1: DeepMind AI Control Roadmap Analysis,2779,True,2026-07-17,converted-pdf,current,0,False,guide,,topic-overlap:security
docs/ai-security-governance/deep-mind/Part02_Evolution_Enterprise_AI_Security.md,ai-security-governance,Part 2: Evolution of Enterprise AI Security,2159,True,2026-07-17,converted-pdf,current,0,False,guide,,topic-overlap:security
docs/ai-security-governance/deep-mind/Part03_Enterprise_Threat_Modeling.md,ai-security-governance,Part 3: Enterprise Threat Modeling for AI Agents,2492,True,2026-07-17,converted-pdf,current,0,False,guide,,topic-overlap:security
docs/ai-security-governance/deep-mind/Part04_AI_Control_Architecture.md,ai-security-governance,Part 4: AI Control Architecture,1025,True,2026-07-17,converted-pdf,current,0,False,guide,,topic-overlap:security
docs/ai-security-governance/deep-mind/Part05_Runtime_AI_Security.md,ai-security-governance,Part 5: Runtime AI Security,926,True,2026-07-17,converted-pdf,current,0,False,guide,,topic-overlap:security
docs/ai-security-governance/deep-mind/Part06_Identity_for_AI_Agents.md,ai-security-governance,Part 6: Identity for AI Agents,1027,True,2026-07-17,converted-pdf,current,0,False,guide,,topic-overlap:security
docs/ai-security-governance/deep-mind/Part07_AI_Authorization.md,ai-security-governance,Part 7: AI Authorization Architecture,749,True,2026-07-17,converted-pdf,current,0,False,guide,,topic-overlap:security
docs/ai-security-governance/deep-mind/Part08_Memory_Governance.md,ai-security-governance,Part 8: Memory Governance,937,True,2026-07-17,converted-pdf,current,0,False,guide,,topic-overlap:security;topic-overlap:memory
docs/ai-security-governance/deep-mind/Part09_Tool_Governance.md,ai-security-governance,Part 9: Tool Governance,1139,True,2026-07-17,converted-pdf,current,0,False,guide,,topic-overlap:security
docs/ai-security-governance/deep-mind/Part10_Reasoning_Governance.md,ai-security-governance,Part 10: Reasoning Governance,739,True,2026-07-17,converted-pdf,current,0,False,guide,,topic-overlap:security
docs/ai-security-governance/deep-mind/Part11_Multi_Agent_Security.md,ai-security-governance,Part 11: Multi-Agent Security,900,True,2026-07-17,converted-pdf,current,0,False,guide,,topic-overlap:security
docs/ai-security-governance/deep-mind/Part12_AI_Observability.md,ai-security-governance,Part 12: AI Observability,793,True,2026-07-17,converted-pdf,current,0,False,guide,,topic-overlap:security;topic-overlap:observability
docs/ai-security-governance/deep-mind/Part13_AI_SOC.md,ai-security-governance,Part 13: AI Security Operations Center,842,True,2026-07-17,converted-pdf,current,0,False,guide,,topic-overlap:security
docs/ai-security-governance/deep-mind/Part14_Enterprise_Governance.md,ai-security-governance,Part 14: Enterprise Governance,912,True,2026-07-17,converted-pdf,current,0,False,guide,,topic-overlap:security
